"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.382858357E0,7.843816280E-2,3.633689880E-2,2.413221747E-1,2.563382679E-1
2.390853963E0,6.760728359E-2,2.196598053E-2,2.462702096E-1,2.563245310E-1
2.398849568E0,6.652811170E-2,3.401565552E-2,2.314079553E-1,2.431721535E-1
2.406814656E0,6.545329094E-2,3.657913208E-2,1.992911696E-1,2.129298863E-1
2.414810262E0,6.926980615E-2,5.122470856E-2,1.806330085E-1,2.001263615E-1
2.422805867E0,7.080328465E-2,6.120681763E-2,1.540700048E-1,1.802690934E-1
2.430801473E0,6.280159950E-2,6.652832031E-2,1.378841847E-1,1.654753961E-1
2.438766560E0,3.039410710E-2,8.376121521E-2,-7.850639522E-3,8.945040783E-2
2.446701131E0,3.571265936E-2,9.293746948E-2,-7.798669487E-2,1.264701224E-1
2.454696736E0,3.312122822E-2,1.239366531E-1,-1.097497270E-1,1.688262785E-1
2.462692342E0,1.370835304E-2,1.215906143E-1,-1.320433468E-1,1.800212261E-1
2.470687947E0,1.222380996E-2,1.409187317E-1,-1.354061812E-1,1.958120129E-1
2.478714070E0,-2.561956644E-3,1.555910110E-1,-1.477729082E-1,2.145972012E-1
2.486679158E0,-1.415917277E-2,1.584157944E-1,-1.562518924E-1,2.229589648E-1
2.494705281E0,-1.341491938E-2,1.589498520E-1,-1.711196005E-1,2.339378832E-1
2.502700887E0,-5.334347486E-3,1.835184097E-1,-1.498756111E-1,2.370024489E-1
2.510696492E0,-1.146480441E-2,1.937770844E-1,-1.274995208E-1,2.322436823E-1
2.518692098E0,-8.083492517E-3,2.136545181E-1,-8.952984214E-2,2.317955750E-1
2.526687703E0,-7.172077894E-3,2.191734314E-1,-5.820077658E-2,2.268827057E-1
2.534713826E0,-3.163126111E-2,2.321214676E-1,-4.389894009E-2,2.383443503E-1
2.542709432E0,-1.077303290E-2,2.379264832E-1,2.201876044E-2,2.391859014E-1
2.550705037E0,-1.628184319E-2,2.293920517E-1,8.420222998E-2,2.448996271E-1
2.558731160E0,-2.683550119E-3,2.472076416E-1,1.402261853E-1,2.842221008E-1
2.566726766E0,-2.027750015E-2,2.530670166E-1,1.856612861E-1,3.145221853E-1
2.574722371E0,-1.888939738E-2,2.708730698E-1,2.605472803E-1,3.763162427E-1
2.582717976E0,-2.949762344E-2,2.719078064E-1,3.030323386E-1,4.082065203E-1
2.590713582E0,-1.865926385E-2,2.920799255E-1,3.779116273E-1,4.779916831E-1
2.598678670E0,-3.171280026E-2,3.050441742E-1,4.155450761E-1,5.164642874E-1
2.606674275E0,-1.848012209E-2,2.988195419E-1,4.830587208E-1,5.683136118E-1
2.614669881E0,-1.965075731E-2,3.213615417E-1,5.291154981E-1,6.193727497E-1
2.622634969E0,-2.548632026E-2,3.200216293E-1,5.444839597E-1,6.320808319E-1
2.630600057E0,-3.366085887E-2,3.426694870E-1,6.318810582E-1,7.196034342E-1
2.638595662E0,-1.310133934E-2,3.462581635E-1,6.532257795E-1,7.394391658E-1
2.646591268E0,-3.079670668E-2,3.619298935E-1,6.661416292E-1,7.587399786E-1
2.654556355E0,-2.688932419E-2,3.609285355E-1,6.869043112E-1,7.764212621E-1
2.662551961E0,-2.769333124E-2,3.553037643E-1,6.974368095E-1,7.832150336E-1
2.670547566E0,-3.802433610E-2,3.857221603E-1,6.803112626E-1,7.829756376E-1
2.678512654E0,-5.062001944E-2,3.755741119E-1,6.785593033E-1,7.772136309E-1
2.686477742E0,-1.757597923E-2,3.967447281E-1,6.712909341E-1,7.799659047E-1
2.694473348E0,-3.242534399E-2,3.868913651E-1,6.740036011E-1,7.778285065E-1
2.702468953E0,-2.559828758E-2,4.179325104E-1,6.469773650E-1,7.706507422E-1
2.710434041E0,-4.268690944E-2,4.252128601E-1,6.211218834E-1,7.539366967E-1
2.718460164E0,-4.534164071E-2,4.182500839E-1,6.243733168E-1,7.528818206E-1
2.726394734E0,-3.839167953E-2,4.306201935E-1,6.166079044E-1,7.530690406E-1
2.734420857E0,-5.778497458E-2,4.310770035E-1,5.940579176E-1,7.362549122E-1
2.742416463E0,-5.795666575E-2,4.340667725E-1,5.791310072E-1,7.260617478E-1
2.750412068E0,-5.562618375E-2,4.419231415E-1,5.807222128E-1,7.318665341E-1
2.758377156E0,-4.602980614E-2,4.570579529E-1,5.631359220E-1,7.267343269E-1
2.766372762E0,-4.834172130E-2,4.386825562E-1,5.542589426E-1,7.085070801E-1
2.774368367E0,-5.319586396E-2,4.393892288E-1,5.535451174E-1,7.087347115E-1
2.782333455E0,-6.993222237E-2,4.329366684E-1,5.594484210E-1,7.108496397E-1
2.790298543E0,-3.649067879E-2,4.622793198E-1,5.780273080E-1,7.410460903E-1
2.798294148E0,-4.364463687E-2,4.675998688E-1,6.216262579E-1,7.790851661E-1
2.806259236E0,-3.895106912E-2,4.273567200E-1,6.114453673E-1,7.470049459E-1
2.814254842E0,-3.419277072E-2,4.371852875E-1,6.086476445E-1,7.501680321E-1
2.822250447E0,-5.576455593E-2,4.349527359E-1,6.334627271E-1,7.704340301E-1
2.830246053E0,-4.150032997E-2,4.373350143E-1,6.781393886E-1,8.079958060E-1
2.838241658E0,-3.676494956E-2,4.586372375E-1,7.230663300E-1,8.570441615E-1
2.846206746E0,-6.533375382E-2,4.271678925E-1,7.693421841E-1,8.823991749E-1
2.854171834E0,-3.891775012E-2,4.074211121E-1,8.039553165E-1,9.021367440E-1
2.862197957E0,-2.208602428E-2,4.258117676E-1,8.491219878E-1,9.501639880E-1
2.870163045E0,-2.436813712E-2,4.225196838E-1,8.667995334E-1,9.646025712E-1
2.878158650E0,-3.147137165E-2,4.358196259E-1,9.118733406E-1,1.011158832E0
2.886123738E0,6.780892611E-3,4.107093811E-1,9.537512064E-1,1.038445733E0
2.894119344E0,-5.227535963E-3,4.189701080E-1,9.825173616E-1,1.068130912E0
2.902114949E0,-2.800613642E-3,4.127759933E-1,1.039266944E0,1.118243106E0
2.910080037E0,1.963555813E-3,4.209070206E-1,1.071776390E0,1.151464809E0
2.918106160E0,2.341932058E-2,4.145679474E-1,1.096324682E0,1.172323700E0
2.926040730E0,6.496220827E-3,4.010887146E-1,1.123555541E0,1.193017775E0
2.934036336E0,1.109069586E-2,4.162530899E-1,1.116646528E0,1.191758829E0
2.942031941E0,6.129592657E-3,3.931570053E-1,1.133984447E0,1.200221116E0
2.949997029E0,4.649358988E-2,3.820867538E-1,1.127798915E0,1.191672075E0
2.958023152E0,2.691167593E-2,3.733453751E-1,1.123546004E0,1.184257840E0
2.965957723E0,1.936286688E-2,3.695640564E-1,1.108484983E0,1.168628029E0
2.973983846E0,5.469897389E-2,3.536939621E-1,1.099811316E0,1.156579581E0
2.981979451E0,4.212692380E-2,3.331031799E-1,1.105980158E0,1.155822009E0
2.989975057E0,3.895121813E-2,3.244867325E-1,1.057132602E0,1.106498158E0
2.998001180E0,3.811886907E-2,2.991256714E-1,1.008359313E0,1.052481696E0
3.005966268E0,4.428163171E-2,2.929258347E-1,1.002781510E0,1.045627642E0
3.013961873E0,2.873772383E-2,2.794380188E-1,9.581831098E-1,9.985120605E-1
3.021957478E0,3.223580122E-2,2.706594467E-1,9.393905401E-1,9.781361203E-1
3.029953084E0,2.848711610E-2,2.714271545E-1,8.916584253E-1,9.324907310E-1
3.037979207E0,2.933904529E-2,2.362012863E-1,8.529981971E-1,8.855832832E-1
3.045944295E0,3.454160690E-2,2.200078964E-1,8.304036856E-1,8.597481481E-1
3.053970418E0,1.568213105E-2,2.180128098E-1,7.971075773E-1,8.265325186E-1
3.061966023E0,1.109772921E-2,2.230968475E-1,7.679335475E-1,7.997607744E-1
3.069961629E0,1.823416352E-2,2.112388611E-1,7.423875928E-1,7.720710324E-1
3.077926717E0,4.185178876E-2,2.232170105E-1,7.018324137E-1,7.376626213E-1
3.085922322E0,1.753199100E-2,2.014789581E-1,6.863023043E-1,7.154802542E-1
3.093917928E0,3.367957473E-2,2.033920288E-1,6.688532829E-1,6.999052402E-1
3.101913533E0,4.477453232E-2,1.811780930E-1,6.669813395E-1,6.925997165E-1
3.109878621E0,4.364714026E-2,1.851310730E-1,6.544578075E-1,6.815376797E-1
3.117874226E0,3.287309408E-2,1.648426056E-1,6.685706377E-1,6.893768364E-1
3.125839314E0,4.109117389E-2,1.420164108E-1,6.553679705E-1,6.718365294E-1
3.133804402E0,4.207870364E-2,1.309175491E-1,6.859113574E-1,6.995601562E-1
3.141800008E0,2.846285701E-2,1.171512604E-1,6.977815032E-1,7.081197485E-1
3.149795613E0,3.627470136E-2,9.842205048E-2,7.178914547E-1,7.255142278E-1
3.157760701E0,4.866960645E-2,8.675003052E-2,7.011194229E-1,7.081403417E-1
3.165695271E0,4.900470376E-2,9.650230408E-2,7.359763384E-1,7.438920126E-1
3.173690877E0,6.824320555E-2,7.491779327E-2,7.260723114E-1,7.331103684E-1
3.181686482E0,5.147489905E-2,7.003784180E-2,7.299237847E-1,7.350807412E-1
3.189682088E0,6.103035808E-2,6.032276154E-2,7.235943675E-1,7.286647712E-1
3.197708211E0,5.136647820E-2,5.052375793E-2,7.331187129E-1,7.366506719E-1
3.205673299E0,5.365720391E-2,6.229591370E-2,7.329635620E-1,7.375604786E-1
3.213699422E0,6.321749091E-2,3.575038910E-2,7.299606800E-1,7.335646773E-1
3.221695027E0,3.700608015E-2,5.713462830E-2,7.437012196E-1,7.468100961E-1
3.229690633E0,4.680296779E-2,3.787517548E-2,7.407690883E-1,7.432118735E-1
3.237655721E0,5.663475394E-2,6.421470642E-2,7.144771218E-1,7.195891755E-1
3.245651326E0,4.746112227E-2,2.360248566E-2,6.909306049E-1,6.929608476E-1
3.253646932E0,5.742797256E-2,4.292488098E-2,6.844951510E-1,6.882398777E-1
3.261612019E0,5.538403988E-2,3.365898132E-2,6.478999853E-1,6.511334040E-1
3.269577107E0,3.532850742E-2,1.458549500E-2,6.164348125E-1,6.176185864E-1
3.277572713E0,4.895490408E-2,1.757621765E-2,5.570403337E-1,5.594635283E-1
3.285537801E0,4.260534048E-2,-2.450084686E-2,4.990355968E-1,5.014499312E-1
3.293533406E0,4.096868634E-2,-1.143455505E-2,4.416625500E-1,4.437059729E-1
3.301529012E0,3.235855699E-2,-1.499843597E-2,4.068534970E-1,4.084137575E-1
3.309494100E0,3.573137522E-2,-2.084827423E-2,3.706181049E-1,3.729197788E-1
3.317520223E0,3.918725252E-2,-2.902126312E-2,3.085948229E-1,3.124238134E-1
3.325485310E0,3.556346893E-2,-2.991199493E-2,2.426729202E-1,2.470822413E-1
3.333480916E0,3.207781911E-2,-4.270935059E-2,1.964456439E-1,2.035779117E-1
3.341446004E0,1.929184794E-2,-4.108047485E-2,1.745606661E-1,1.803640955E-1
3.349411092E0,1.378187537E-2,-2.979755402E-2,1.390382051E-1,1.428616702E-1
3.357437215E0,6.046891212E-3,-2.082538605E-2,8.988821507E-2,9.246703632E-2
3.365371785E0,1.063188910E-2,-2.854347229E-2,7.478022575E-2,8.074558217E-2
3.373397908E0,3.117531538E-3,-2.673435211E-2,4.002708197E-2,4.823496529E-2
3.381362996E0,-4.032492638E-3,-2.012634277E-2,1.712560654E-2,2.673232256E-2
3.389358601E0,1.992210746E-2,-1.357841492E-2,5.569577217E-3,2.474437123E-2
3.397323689E0,1.268792152E-2,-7.174491882E-3,-2.197360992E-2,2.636847018E-2
3.405319295E0,1.017740369E-2,2.067661285E-2,-2.431035042E-2,3.349768652E-2
3.413314900E0,1.495704055E-2,1.731491089E-2,-5.174601078E-2,5.657887267E-2
3.421279988E0,1.017522812E-2,2.100944519E-2,-8.551543951E-2,8.864435938E-2
3.429245076E0,5.245208740E-3,1.733875275E-2,-9.036546946E-2,9.216323905E-2
3.437210164E0,4.227459431E-4,3.510379791E-2,-8.004605770E-2,8.740610216E-2
3.445205769E0,9.805798531E-3,5.034160614E-2,-6.198537350E-2,8.045257933E-2
3.453170857E0,2.321273088E-3,1.518821716E-2,-6.479305029E-2,6.658986120E-2
3.461196980E0,-9.968727827E-3,3.909111023E-3,-3.540098667E-2,3.698495019E-2
3.469162068E0,2.799493074E-2,4.577636719E-3,-1.648557186E-2,3.280922103E-2
3.477157674E0,1.551964879E-2,2.437114716E-2,-1.044481993E-2,3.072306260E-2
3.485153279E0,2.992898226E-3,2.738285065E-2,1.373541355E-2,3.078050576E-2
3.493148885E0,9.550660849E-3,1.734733582E-3,-1.218169928E-2,1.557620687E-2
3.501113973E0,8.904606104E-3,2.640247345E-2,2.364873886E-3,2.796382024E-2
3.509109578E0,1.021325588E-3,2.957630157E-2,-4.661738873E-3,2.995884728E-2
3.517074666E0,1.458352804E-2,5.912876129E-2,7.534027100E-5,6.090070097E-2
3.525070271E0,1.850712299E-2,6.959819794E-2,-2.366763353E-2,7.580619786E-2
3.533035359E0,2.463042736E-2,9.689331055E-2,-2.073746920E-2,1.021029589E-1
3.541061482E0,1.886484027E-2,9.554862976E-2,-4.128706455E-2,1.057830069E-1
3.549026570E0,-8.483469486E-3,1.277914047E-1,-5.908793211E-2,1.410460779E-1
3.557022176E0,-4.704654217E-3,1.433534622E-1,-7.161009312E-2,1.603133006E-1
3.565017781E0,8.669614792E-3,1.182909012E-1,-1.219339371E-1,1.701052161E-1
3.573013387E0,5.413115025E-3,1.555709839E-1,-1.234705746E-1,1.986872307E-1
3.580978475E0,1.876300573E-2,1.713609695E-1,-1.365148127E-1,2.198929884E-1
3.588943562E0,-3.783881664E-3,1.704654694E-1,-1.824087203E-1,2.496912798E-1
3.596939168E0,-2.291023731E-3,1.816186905E-1,-2.082526982E-1,2.763327411E-1
3.604934773E0,-1.750338078E-2,1.787099838E-1,-2.441297472E-1,3.030560346E-1
3.612899861E0,-8.717983961E-3,1.902379990E-1,-2.641682625E-1,3.256552938E-1
3.620895467E0,-2.610972524E-2,1.707057953E-1,-3.069941103E-1,3.522322672E-1
3.628891072E0,-2.896642685E-2,1.775627136E-1,-3.200007081E-1,3.671076468E-1
3.636886678E0,-1.729354262E-2,1.773080826E-1,-3.601936698E-1,4.018416386E-1
3.644851766E0,-2.690246701E-2,1.890716553E-1,-3.803237379E-1,4.255795803E-1
3.652847371E0,-2.963730693E-2,1.980867386E-1,-3.960891664E-1,4.438505984E-1
3.660842976E0,-3.227129579E-2,2.166967392E-1,-4.170644879E-1,4.711068885E-1
3.668808064E0,-2.301570773E-2,2.089872360E-1,-4.454473853E-1,4.925736094E-1
3.676834187E0,-2.798807621E-2,2.132654190E-1,-4.766981304E-1,5.229785644E-1
3.684829793E0,-3.783127666E-2,2.343120575E-1,-5.062308311E-1,5.591091130E-1
3.692825398E0,-4.285639524E-2,2.458105087E-1,-5.263810754E-1,5.825259765E-1
3.700821004E0,-5.973038077E-2,2.357769012E-1,-5.329787731E-1,5.858539393E-1
3.708786092E0,-4.801088572E-2,2.520933151E-1,-5.333132744E-1,5.918438420E-1
3.716812215E0,-5.536562204E-2,2.708339691E-1,-5.101684928E-1,5.802484657E-1
3.724746785E0,-5.316403508E-2,2.848062515E-1,-5.241032243E-1,5.988532418E-1
3.732772908E0,-3.908449411E-2,2.964220047E-1,-5.191728473E-1,5.991110480E-1
3.740737996E0,-3.462356329E-2,2.769470215E-1,-5.367814302E-1,6.050064030E-1
3.748733601E0,-5.400019884E-2,2.718887329E-1,-5.401486754E-1,6.071244486E-1
3.756759725E0,-4.954907298E-2,2.860288620E-1,-5.344918966E-1,6.082345009E-1
3.764724812E0,-4.267403483E-2,2.954330444E-1,-5.509675741E-1,6.266314904E-1
3.772720418E0,-5.255481601E-2,2.881364822E-1,-5.526217818E-1,6.254402248E-1
3.780716023E0,-4.568710923E-2,3.000459671E-1,-5.497833490E-1,6.279941283E-1
3.788711629E0,-6.761309505E-2,3.096170425E-1,-5.422631502E-1,6.280792687E-1
3.796737752E0,-4.159355164E-2,3.168544769E-1,-5.418688059E-1,6.290855156E-1
3.804702840E0,-5.138635635E-2,3.026008606E-1,-5.557718277E-1,6.348938202E-1
3.812698445E0,-4.456013441E-2,3.027572632E-1,-5.329036713E-1,6.145192339E-1
3.820694051E0,-3.056946397E-2,3.245096207E-1,-5.265254378E-1,6.192495642E-1
3.828689656E0,-3.334155679E-2,3.295469284E-1,-5.243713260E-1,6.202242537E-1
3.836654744E0,-4.320856929E-2,3.178634644E-1,-5.669142604E-1,6.513800281E-1
3.844650350E0,-3.396263719E-2,3.373374939E-1,-5.681540966E-1,6.616261203E-1
3.852615437E0,-5.086961389E-2,3.161363602E-1,-5.585082173E-1,6.437867230E-1
3.860641560E0,-6.057664752E-2,3.380479813E-1,-5.815099478E-1,6.753516027E-1
3.868606648E0,-3.670841455E-2,3.264617920E-1,-6.062483788E-1,6.895374581E-1
3.876602254E0,-4.868847132E-2,3.316383362E-1,-6.201364994E-1,7.049282454E-1
3.884597859E0,-5.341434479E-2,3.272457123E-1,-6.403486133E-1,7.211027631E-1
3.892593465E0,-4.134863615E-2,3.276329041E-1,-6.689506769E-1,7.460214727E-1
3.900589070E0,-6.045374274E-2,3.328084946E-1,-6.896815896E-1,7.681645944E-1
3.908584676E0,-6.017097831E-2,3.164253235E-1,-7.450245619E-1,8.116693476E-1
3.916549764E0,-4.071968794E-2,3.215732574E-1,-7.753865719E-1,8.404116781E-1
3.924514851E0,-5.954349041E-2,3.171386719E-1,-8.003873825E-1,8.629845459E-1
3.932479939E0,-4.013839364E-2,3.150720596E-1,-8.315613270E-1,8.901548932E-1
3.940475545E0,-5.895721912E-2,3.106060028E-1,-8.310699463E-1,8.891733792E-1
3.948471150E0,-7.061359286E-2,3.037366867E-1,-8.612216115E-1,9.159393640E-1
3.956497273E0,-7.252675295E-2,3.016595840E-1,-9.102369547E-1,9.616599962E-1
3.964462361E0,-5.295887589E-2,3.019752502E-1,-9.255777597E-1,9.750322475E-1
3.972457967E0,-5.263444781E-2,2.879037857E-1,-9.402623773E-1,9.847600281E-1
3.980453572E0,-5.708938837E-2,2.834148407E-1,-9.333471656E-1,9.770977954E-1
3.988418660E0,-4.835036397E-2,2.660551071E-1,-9.157347679E-1,9.548262894E-1
3.996444783E0,-4.199963808E-2,2.535057068E-1,-8.931112289E-1,9.293421223E-1
4.004379353E0,-4.893326759E-2,2.681980133E-1,-8.996329904E-1,9.400341251E-1
4.012405476E0,-4.635903239E-2,2.301893234E-1,-9.124728441E-1,9.422011334E-1
4.020401082E0,-3.670167923E-2,2.400817871E-1,-9.017184973E-1,9.338535892E-1
4.028396687E0,-1.990020275E-2,2.260322571E-1,-8.692532778E-1,8.983806878E-1
4.036361775E0,-2.958440781E-2,2.455253601E-1,-8.541510701E-1,8.892311231E-1
4.044357381E0,-2.498728037E-2,2.123308182E-1,-8.242471814E-1,8.515234328E-1
4.052352986E0,-1.815423369E-2,2.174377441E-1,-8.156554699E-1,8.443355934E-1
4.060318074E0,-2.086481452E-2,2.273302078E-1,-8.044627309E-1,8.362264342E-1
4.068283162E0,-2.589929104E-2,2.108821869E-1,-7.833375931E-1,8.116402249E-1
4.076278768E0,-3.579041362E-2,1.992111206E-1,-7.546778917E-1,7.813480304E-1
4.084274373E0,-3.515970707E-2,1.887941360E-1,-7.175022364E-1,7.427576253E-1
4.092239461E0,-1.082006097E-2,1.880292892E-1,-6.741111875E-1,6.999271251E-1
4.100235066E0,-1.124677062E-2,1.882896423E-1,-6.691703796E-1,6.952470613E-1
4.108200154E0,-2.588087320E-2,1.669712067E-1,-6.655410528E-1,6.866542772E-1
4.116195760E0,-1.421439648E-2,1.671705246E-1,-6.396106482E-1,6.612486783E-1
4.124160848E0,-1.450371742E-2,1.458005905E-1,-6.346095204E-1,6.513043938E-1
4.132125935E0,-2.196663618E-2,1.674661636E-1,-6.233077049E-1,6.457862991E-1
4.140121541E0,-5.512624979E-3,1.483983994E-1,-6.160866022E-1,6.337311539E-1
4.148117146E0,-2.252149582E-2,1.316881180E-1,-6.007761955E-1,6.154518789E-1
4.156082234E0,3.549635410E-3,1.484518051E-1,-5.891416073E-1,6.075675862E-1
4.164077840E0,-1.100420952E-2,1.148719788E-1,-6.166006923E-1,6.273062074E-1
4.172073445E0,-1.107507944E-2,1.027946472E-1,-6.141270995E-1,6.227692119E-1
4.180069051E0,-1.120731235E-2,9.546184540E-2,-5.914980173E-1,5.992565997E-1
4.188064656E0,5.427867174E-3,1.000528336E-1,-6.107996702E-1,6.189638668E-1
4.196090779E0,5.325853825E-3,9.502220154E-2,-6.121409535E-1,6.194950609E-1
4.204025350E0,5.070865154E-3,8.038711548E-2,-6.152469516E-1,6.204970696E-1
4.212020955E0,-1.419642568E-2,7.048892975E-2,-6.144175529E-1,6.186106668E-1
4.220016560E0,-1.175895333E-2,6.057548523E-2,-6.152229905E-1,6.183097852E-1
4.228012166E0,-1.174917817E-2,5.064487457E-2,-6.297380924E-1,6.318805358E-1
4.235977254E0,-1.420357823E-2,4.068946838E-2,-6.410379410E-1,6.424850319E-1
4.243972859E0,-4.656583071E-3,3.311252594E-2,-6.467676759E-1,6.476314922E-1
4.251998982E0,-1.179373264E-2,2.313232422E-2,-6.493101120E-1,6.498290684E-1
4.259964070E0,-2.256095409E-3,3.231239319E-2,-6.494210958E-1,6.502283756E-1
4.267929158E0,-1.423412561E-2,4.388809204E-2,-6.441973448E-1,6.458475006E-1
4.275924764E0,-7.201015949E-3,3.631401062E-2,-6.508096457E-1,6.518617621E-1
4.283920369E0,-1.459622383E-2,3.114795685E-2,-6.406367421E-1,6.415595688E-1
4.291915975E0,-5.188375711E-3,2.360248566E-2,-6.040328145E-1,6.045160358E-1
4.299911580E0,-1.971608400E-2,3.044986725E-2,-5.869524479E-1,5.880723548E-1
4.307876668E0,-7.949650288E-3,3.797531128E-3,-5.677604675E-1,5.678288181E-1
4.315872273E0,-8.195579052E-3,8.286476135E-3,-5.654957891E-1,5.656158773E-1
4.323837361E0,-1.286298037E-2,5.167961121E-3,-5.180335045E-1,5.182189459E-1
4.331832967E0,1.108780503E-2,4.587173462E-3,-4.583662748E-1,4.585233075E-1
4.339828572E0,-5.660057068E-3,-2.459239960E-2,-4.178535342E-1,4.186148569E-1
4.347824178E0,1.089593768E-2,-8.180618286E-3,-3.606410325E-1,3.608983212E-1
4.355789266E0,-3.655761480E-3,-1.322269440E-2,-3.178470731E-1,3.181429963E-1
4.363723836E0,-1.808685064E-2,-3.015708923E-2,-2.751684785E-1,2.774063369E-1
4.371719441E0,-1.283764839E-3,-4.463863373E-2,-2.510466576E-1,2.549876074E-1
4.379715047E0,-1.736462116E-3,-3.749179840E-2,-2.114473581E-1,2.147524983E-1
4.387680135E0,4.560649395E-4,-2.554512024E-2,-1.960705668E-1,1.977281677E-1
4.395706258E0,1.201266050E-2,-3.275489807E-2,-1.716094911E-1,1.751199726E-1
4.403640828E0,-1.947879791E-4,-3.516960144E-2,-1.568400115E-1,1.607349620E-1
4.411666951E0,1.864799857E-2,-1.603984833E-2,-1.322026700E-1,1.344714488E-1
4.419662557E0,1.359787583E-2,-6.484031677E-3,-1.124761924E-1,1.134805655E-1
4.427658162E0,1.374781132E-3,-3.523349762E-2,-9.001852572E-2,9.667794138E-2
4.435623250E0,3.608971834E-3,-1.370334625E-2,-6.972841918E-2,7.115376883E-2
4.443618855E0,5.882620811E-3,-6.534576416E-3,-7.250829786E-2,7.303943575E-2
4.451644978E0,3.417253494E-3,-1.373004913E-2,-7.219667733E-2,7.357004885E-2
4.459640584E0,-1.103752851E-2,-1.373863220E-2,-4.250946641E-2,4.601773337E-2
4.467636189E0,-8.625060320E-3,5.410194397E-3,-1.416607015E-2,1.744532638E-2
4.475601277E0,3.451883793E-3,-1.613140106E-2,-2.791092172E-2,3.242155384E-2
4.483596883E0,9.692609310E-4,-8.942604065E-3,-2.868895605E-2,3.006602457E-2
4.491623006E0,1.058980823E-2,-1.738548279E-3,-6.752250716E-3,1.267909611E-2
4.499618611E0,5.937844515E-3,7.876396179E-3,-3.174374253E-2,3.324095071E-2
4.507614217E0,1.339432597E-2,1.512145996E-2,-2.694299072E-2,3.367478684E-2
4.515579305E0,1.836085320E-2,1.041030884E-2,-1.156947389E-2,2.406965281E-2
4.523574910E0,6.717741489E-3,2.248954773E-2,-2.882254869E-2,3.717051413E-2
4.531570516E0,1.426365972E-2,1.544284821E-2,-4.762865603E-3,2.155500958E-2
4.539535603E0,1.221811771E-2,3.237056732E-2,-2.023556083E-2,4.008258913E-2
4.547500691E0,-1.614451408E-3,3.497028351E-2,-1.841605455E-2,3.955601404E-2
4.555496297E0,1.082405448E-2,5.196475983E-2,5.181670189E-3,5.333241158E-2
4.563461385E0,4.103928804E-3,6.181335449E-2,-8.865445852E-3,6.258058130E-2
4.571426473E0,-7.318198681E-3,5.733013153E-2,5.788922310E-3,5.808452147E-2
4.579452596E0,4.576742649E-4,6.485462189E-2,-8.008927107E-4,6.486118157E-2
4.587417684E0,-3.554761410E-3,6.762886047E-2,2.850142121E-2,7.347537076E-2
4.595382771E0,1.899689436E-3,7.042694092E-2,4.813274741E-2,8.532481585E-2
4.603347859E0,2.596676350E-4,8.283996582E-2,5.591084063E-2,9.994273092E-2
4.611343465E0,-6.222963333E-3,9.766006470E-2,8.238519728E-2,1.279200306E-1
4.619369588E0,1.378551126E-2,1.029481888E-1,1.018903106E-1,1.454991591E-1
4.627334676E0,2.453625202E-4,1.202220917E-1,1.448587179E-1,1.882483989E-1
4.635330281E0,-1.349061728E-3,1.375055313E-1,1.657551080E-1,2.153702555E-1
4.643295369E0,-5.379348993E-3,1.235628128E-1,1.828060299E-1,2.207141832E-1
4.651260457E0,4.825383425E-3,1.359329224E-1,2.036176920E-1,2.448697780E-1
4.659286580E0,5.394399166E-3,1.411113739E-1,2.142939270E-1,2.566386692E-1
4.667251668E0,3.824084997E-3,1.321153641E-1,2.368301749E-1,2.712150896E-1
4.675216756E0,-4.993259907E-3,1.398715973E-1,2.801891863E-1,3.132011758E-1
4.683212361E0,-8.918642998E-3,1.452512741E-1,2.849727869E-1,3.199796308E-1
4.691207967E0,-3.425940871E-2,1.578216553E-1,3.156576753E-1,3.545717839E-1
4.699234090E0,-4.552692175E-3,1.536407471E-1,3.221050203E-1,3.569003366E-1
4.707199178E0,-6.042212248E-3,1.662158966E-1,3.377054334E-1,3.764428142E-1
4.715194783E0,-1.465690136E-2,1.763887405E-1,3.766465187E-1,4.161615222E-1
4.723159871E0,-1.801788807E-3,1.794319153E-1,3.781014681E-1,4.185209419E-1
4.731155476E0,-7.975816727E-3,1.753139496E-1,3.819343448E-1,4.203242062E-1
4.739181600E0,-1.651638746E-2,1.951923370E-1,3.936447799E-1,4.396919970E-1
4.747146687E0,6.021320820E-3,2.031612396E-1,3.894472122E-1,4.392947492E-1
4.755142293E0,2.113789320E-3,1.991910934E-1,3.783046007E-1,4.275464077E-1
4.763107381E0,5.583465099E-4,2.359924316E-1,3.944140077E-1,4.596250091E-1
