"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.486455930E1,-1.202404499E-2,1.127958298E-1,-8.182764053E-2,1.398686513E-1
3.487252439E1,-4.738867283E-3,9.852409363E-2,-7.924309373E-2,1.265263680E-1
3.488052000E1,-9.423673153E-3,1.010150909E-1,-5.746600032E-2,1.165984366E-1
3.488851560E1,3.302395344E-4,1.035022736E-1,-4.548126459E-2,1.130547439E-1
3.489648069E1,-4.382014275E-3,1.012039185E-1,-4.769065976E-2,1.119635396E-1
3.490444578E1,-4.406869411E-3,1.036872864E-1,-4.036584496E-2,1.113547273E-1
3.491241086E1,2.784371376E-3,9.659767151E-2,-4.498517513E-2,1.065951633E-1
3.492040647E1,1.010099053E-2,1.158580780E-1,-5.659744143E-2,1.293382953E-1
3.492840208E1,-1.834243536E-3,1.087789536E-1,-5.140277743E-2,1.203265171E-1
3.493639768E1,1.015475392E-2,9.691047668E-2,-4.863607883E-2,1.089046725E-1
3.494436277E1,-4.236489534E-3,9.940433502E-2,-5.310630798E-2,1.127805374E-1
3.495232786E1,-9.035974741E-3,9.951877594E-2,-3.089150786E-2,1.045940766E-1
3.496032346E1,-1.856499910E-2,1.163949966E-1,-2.069544792E-2,1.196693612E-1
3.496831907E1,-8.943915367E-3,9.256839752E-2,-3.447949886E-2,9.918537031E-2
3.497628416E1,-4.155665636E-3,1.022624969E-1,-2.661481500E-2,1.057508214E-1
3.498424924E1,-6.437361240E-3,1.097116470E-1,-1.751178503E-2,1.112867815E-1
3.499227537E1,3.299772739E-3,1.028041840E-1,-1.789739728E-2,1.044026128E-1
3.500024045E1,-1.327753067E-3,1.150598526E-1,-2.780944109E-2,1.183803093E-1
3.500826658E1,3.617912531E-3,9.140872955E-2,3.073781729E-3,9.153192483E-2
3.501626218E1,-1.068741083E-2,1.036758423E-1,-4.275053740E-3,1.043128808E-1
3.502425779E1,-9.625852108E-4,1.135587692E-1,1.478770375E-2,1.145215998E-1
3.503228391E1,1.354804635E-2,9.711360931E-2,9.951293468E-3,9.855775421E-2
3.504024900E1,1.618534327E-3,1.046104431E-1,5.093187094E-3,1.047468616E-1
3.504824460E1,6.581872702E-3,9.056568146E-2,2.643924952E-2,9.457535419E-2
3.505617918E1,-7.613390684E-3,9.808349609E-2,3.605338931E-2,1.047768238E-1
3.506417478E1,1.165756583E-2,1.127824783E-1,5.994278193E-2,1.282533562E-1
3.507213987E1,-2.897977829E-4,8.676242828E-2,3.316518664E-2,9.288558849E-2
3.508013547E1,2.214014530E-3,1.134176254E-1,4.696273804E-2,1.227760497E-1
3.508813108E1,2.215325832E-3,1.065473557E-1,6.300947070E-2,1.238040390E-1
3.509609617E1,-2.381056547E-3,1.068620682E-1,5.969721079E-2,1.224292776E-1
3.510409177E1,9.604871273E-3,1.047697067E-1,6.099602580E-2,1.216119244E-1
3.511205686E1,-7.121831179E-3,1.026725769E-1,6.929701567E-2,1.240743926E-1
3.512002195E1,4.918754101E-3,1.029758453E-1,5.130800605E-2,1.151552446E-1
3.512801755E1,-2.189189196E-3,1.056709290E-1,5.709418654E-2,1.201286140E-1
3.513598264E1,-2.025246620E-3,9.639644623E-2,8.431512117E-2,1.280836294E-1
3.514397825E1,-2.586713433E-2,9.907150269E-2,8.006191254E-2,1.299776178E-1
3.515194334E1,5.584955215E-4,1.137170792E-1,7.570108771E-2,1.366109099E-1
3.515993894E1,6.289482117E-4,1.235580444E-1,1.069050431E-1,1.633881090E-1
3.516796506E1,3.122061491E-3,1.118383408E-1,1.018901467E-1,1.513246964E-1
3.517596067E1,7.680356503E-4,1.072978973E-1,9.921878576E-2,1.461430672E-1
3.518392576E1,-6.354779005E-3,1.051464081E-1,1.060042381E-1,1.494424600E-1
3.519195188E1,-3.899365664E-3,1.221361160E-1,1.029224992E-1,1.597669450E-1
3.519988645E1,-3.879636526E-3,1.175708771E-1,1.140827537E-1,1.638683539E-1
3.520788206E1,-8.573472500E-3,1.153783798E-1,1.176376343E-1,1.649978423E-1
3.521587766E1,-8.463293314E-3,1.179704666E-1,1.282405853E-1,1.744543094E-1
3.522387327E1,-1.314342022E-2,1.157741547E-1,1.124605238E-1,1.619375614E-1
3.523183836E1,8.451759815E-3,1.183471680E-1,1.275246143E-1,1.741838445E-1
3.523983396E1,6.206035614E-3,9.937191010E-2,1.257273555E-1,1.603766171E-1
3.524782957E1,8.422821760E-3,1.234636307E-1,1.308611631E-1,1.801079011E-1
3.525582517E1,3.586024046E-3,1.092538834E-1,1.239877641E-1,1.652943927E-1
3.526382078E1,-6.005823612E-3,1.165857315E-1,1.337355971E-1,1.775204570E-1
3.527178586E1,-1.144945621E-3,1.143369675E-1,1.313903332E-1,1.741771302E-1
3.527975095E1,-1.302629709E-3,1.048841476E-1,1.359854937E-1,1.717394415E-1
3.528774656E1,9.824335575E-4,1.097793579E-1,1.450576186E-1,1.819180731E-1
3.529574216E1,3.305017948E-3,9.792518616E-2,1.159449518E-1,1.518008467E-1
3.530373777E1,-1.090103388E-2,1.196031570E-1,1.371987760E-1,1.823382896E-1
3.531176389E1,-1.307725906E-3,1.101264954E-1,1.412557960E-1,1.791165962E-1
3.531972898E1,-3.721803427E-3,1.221857071E-1,1.499286890E-1,1.934471779E-1
3.532772459E1,5.841583014E-3,1.102933884E-1,1.392663419E-1,1.777466444E-1
3.533572019E1,8.175283670E-3,1.175441742E-1,1.524461508E-1,1.926740694E-1
3.534368528E1,5.747616291E-3,1.200084686E-1,1.440414488E-1,1.875713374E-1
3.535171140E1,8.780956268E-4,1.032953262E-1,1.424799263E-1,1.759864338E-1
3.535970701E1,5.476266146E-3,1.105213165E-1,1.528966427E-1,1.887387990E-1
3.536767210E1,1.251286268E-2,1.273097992E-1,1.606782675E-1,2.053822347E-1
3.537569822E1,7.508784533E-3,1.177644730E-1,1.326287687E-1,1.775253312E-1
3.538369382E1,-9.352952242E-3,1.082267761E-1,1.453064382E-1,1.814234653E-1
3.539168943E1,4.863977432E-3,1.106519699E-1,1.387284100E-1,1.775192622E-1
3.539965452E1,-1.639127731E-5,1.226501465E-1,1.392489374E-1,1.855621870E-1
3.540768064E1,2.193838358E-3,1.155033112E-1,1.256060898E-1,1.706537946E-1
3.541567624E1,6.885677576E-3,1.059646606E-1,1.358524859E-1,1.724291732E-1
3.542364133E1,-3.888607025E-4,1.155786514E-1,1.365183890E-1,1.788738282E-1
3.543166746E1,1.140812039E-2,1.132078171E-1,1.226698458E-1,1.673142138E-1
3.543963254E1,-1.015856862E-2,1.108512878E-1,1.352724135E-1,1.751851317E-1
3.544759763E1,-5.354076624E-3,1.037130356E-1,1.192494035E-1,1.581312117E-1
3.545562376E1,-1.970160007E-2,1.085367203E-1,1.317559183E-1,1.718371167E-1
3.546358884E1,-7.637947798E-3,1.013813019E-1,1.440940797E-1,1.763508164E-1
3.547155393E1,-7.670700550E-3,1.037874222E-1,1.419279277E-1,1.759949014E-1
3.547954954E1,9.095609188E-3,1.085815430E-1,1.396388113E-1,1.771205217E-1
3.548757566E1,-7.629901171E-3,1.229515076E-1,1.420828998E-1,1.880500971E-1
3.549557126E1,-5.105376244E-3,1.038045883E-1,1.397061646E-1,1.741242943E-1
3.550353635E1,-1.935103536E-2,1.133756638E-1,1.347320378E-1,1.771474688E-1
3.551156248E1,1.193812490E-2,1.205577850E-1,1.298113167E-1,1.775603455E-1
3.551955808E1,2.366721630E-3,9.181118011E-2,1.510868967E-1,1.768110418E-1
3.552752317E1,-2.373754978E-3,1.205081940E-1,1.457370818E-1,1.891220678E-1
3.553554929E1,7.160693407E-3,1.060991287E-1,1.594208479E-1,1.916332627E-1
3.554351438E1,-7.214307785E-3,1.012783051E-1,1.277538240E-1,1.631881762E-1
3.555147947E1,-2.426058054E-3,1.108150482E-1,1.366878450E-1,1.759813275E-1
3.555947507E1,7.102102041E-3,9.880256653E-2,1.384625733E-1,1.702476761E-1
3.556750120E1,-4.887789488E-3,1.059370041E-1,1.280752718E-1,1.662823339E-1
3.557549680E1,-9.610116482E-3,1.106863022E-1,1.273714006E-1,1.690185952E-1
3.558346189E1,-7.135570049E-3,1.130485535E-1,1.172650456E-1,1.630398195E-1
3.559148801E1,-1.658302546E-2,9.864807129E-2,1.309482753E-1,1.647843728E-1
3.559945310E1,2.584874630E-3,9.621334076E-2,1.302528083E-1,1.619551870E-1
3.560744871E1,-4.668146372E-3,1.009540558E-1,1.175356805E-1,1.550101583E-1
3.561547483E1,-2.124810219E-2,1.057147980E-1,1.049840450E-1,1.504950168E-1
3.562343992E1,3.135800362E-4,1.128463745E-1,1.280911267E-1,1.707095173E-1
3.563143552E1,4.437863827E-4,1.056165695E-1,1.223987639E-1,1.616679130E-1
3.563943113E1,-9.131997824E-3,1.103477478E-1,1.214589179E-1,1.643541528E-1
3.564742673E1,1.482814550E-2,1.102809906E-1,1.299133599E-1,1.710533597E-1
3.565539182E1,-1.919865608E-3,1.197977066E-1,1.265225112E-1,1.742501714E-1
3.566335691E1,2.816498280E-3,1.101427078E-1,1.228540242E-1,1.650226045E-1
3.567135252E1,4.474520683E-4,1.124610901E-1,1.191659272E-1,1.638542499E-1
3.567934812E1,3.859102726E-4,1.028070450E-1,1.226792037E-1,1.600613147E-1
3.568734373E1,-4.414021969E-3,9.794902802E-2,1.023774147E-1,1.417555315E-1
3.569533933E1,5.048960447E-3,1.146440506E-1,9.897542000E-2,1.515416910E-1
3.570333494E1,4.968732595E-3,1.049852371E-1,1.287910044E-1,1.662339049E-1
3.571136106E1,-2.382814884E-3,9.771347046E-2,1.106418073E-1,1.476320075E-1
3.571935666E1,7.093042135E-3,1.048126221E-1,1.164775789E-1,1.568535093E-1
3.572735227E1,-7.393330336E-3,1.071052551E-1,1.100449860E-1,1.537403524E-1
3.573531736E1,-1.221168041E-2,1.094121933E-1,9.661746025E-2,1.464755502E-1
3.574331296E1,-1.211291552E-2,1.045484543E-1,8.807277679E-2,1.372367153E-1
3.575127805E1,-5.010962486E-3,9.728336334E-2,7.714861631E-2,1.242621082E-1
3.575924314E1,-9.809166193E-3,9.480571747E-2,7.092589140E-2,1.188058327E-1
3.576720823E1,-1.453736424E-2,8.992958069E-2,9.807989001E-2,1.338593638E-1
3.577523435E1,6.985783577E-3,1.137809753E-1,8.700424433E-2,1.434038007E-1
3.578319944E1,-2.775192261E-4,9.214019775E-2,1.069960296E-1,1.412021367E-1
3.579119504E1,-5.002915859E-3,1.135931015E-1,1.028883755E-1,1.533441870E-1
3.579919065E1,7.003009319E-3,1.158866882E-1,9.395739436E-2,1.493544730E-1
3.580718626E1,1.182299852E-2,1.014175415E-1,9.449902177E-2,1.391235643E-1
3.581515134E1,-1.573860645E-4,1.156749725E-1,7.585734129E-2,1.383295351E-1
3.582311643E1,-1.215118170E-2,1.083812714E-1,8.348819613E-2,1.373478434E-1
3.583108152E1,6.914913654E-3,1.154479980E-1,8.391371369E-2,1.428900543E-1
3.583907712E1,2.076059580E-3,9.857749939E-2,8.435282111E-2,1.297583594E-1
3.584707273E1,1.885801554E-3,1.176080704E-1,7.754942775E-2,1.408869341E-1
3.585503782E1,-1.015007496E-2,1.055164337E-1,8.501836658E-2,1.358854829E-1
3.586303342E1,-3.120034933E-3,1.029996872E-1,8.290192485E-2,1.322550541E-1
3.587099851E1,6.327748299E-3,1.196327209E-1,6.877866387E-2,1.381395415E-1
3.587899412E1,3.893941641E-3,1.099357605E-1,6.906583905E-2,1.298888923E-1
3.588702024E1,-1.057603955E-2,9.784126282E-2,6.929191947E-2,1.203583625E-1
3.589501584E1,-1.069968939E-2,1.025094986E-1,6.957653165E-2,1.243526212E-1
3.590298093E1,-5.886882544E-3,9.760761261E-2,5.071425438E-2,1.101536973E-1
3.591100706E1,1.317203045E-3,9.270477295E-2,4.380935431E-2,1.025435004E-1
3.591897214E1,5.965352058E-3,9.735965729E-2,8.456274867E-2,1.290943328E-1
3.592696775E1,5.861312151E-3,1.091995239E-1,5.588278174E-2,1.228078837E-1
3.593496336E1,1.013398170E-3,9.949111938E-2,5.350723863E-2,1.129713875E-1
3.594295896E1,8.569061756E-4,1.113252640E-1,4.386508465E-2,1.196586576E-1
3.595092405E1,-4.029691219E-3,1.111898422E-1,5.337551236E-2,1.234032607E-1
3.595888914E1,-4.079967737E-3,1.158466339E-1,5.572828650E-2,1.286185470E-1
3.596688474E1,6.197392941E-4,1.204900742E-1,4.108610749E-2,1.273040073E-1
3.597484983E1,5.224049091E-4,1.131687164E-1,5.289551616E-2,1.249214430E-1
3.598281492E1,9.941697121E-3,1.130218506E-1,3.585150838E-2,1.189878427E-1
3.599084104E1,7.438331842E-3,1.200637817E-1,4.518410563E-2,1.284999761E-1
3.599877561E1,-1.166749001E-2,1.151351929E-1,4.481944442E-2,1.241008685E-1
3.600677122E1,-9.304583073E-3,9.584045410E-2,5.405470729E-2,1.104258995E-1
3.601476682E1,2.580523491E-3,1.100549698E-1,2.008071542E-2,1.119017006E-1
3.602273191E1,4.938185215E-3,1.051216125E-1,4.361084104E-2,1.139159539E-1
3.603075803E1,-2.323776484E-3,1.001882553E-1,1.208341122E-2,1.009410485E-1
3.603872312E1,2.385735512E-3,1.048231125E-1,2.821701765E-2,1.085807383E-1
3.604668821E1,-1.443871856E-2,1.118555069E-1,1.808050275E-2,1.142236210E-1
3.605465330E1,-1.692673564E-2,1.093091965E-1,1.749125123E-2,1.119864219E-1
3.606264890E1,-4.892170429E-3,1.113939285E-1,3.986388445E-3,1.115725411E-1
3.607064451E1,1.179054379E-2,1.158552170E-1,9.274095297E-3,1.168223312E-1
3.607860960E1,-1.941168308E-2,9.398365021E-2,1.952052116E-4,9.596758855E-2
3.608663572E1,1.407542825E-2,1.056385040E-1,-1.698225737E-3,1.065856237E-1
3.609463132E1,-1.233649254E-2,1.029253006E-1,1.064890623E-2,1.042075130E-1
3.610262693E1,6.740421057E-3,1.073942184E-1,-2.501311898E-2,1.104744656E-1
3.611065305E1,-4.784464836E-4,1.118774414E-1,-1.499283314E-2,1.128785890E-1
3.611861814E1,-2.950668335E-3,1.067752838E-1,-4.167258739E-4,1.068168589E-1
3.612664426E1,6.540507078E-3,1.016817093E-1,-3.846174479E-2,1.089093846E-1
3.613463987E1,-7.855981588E-3,1.013889313E-1,-5.243566632E-2,1.144156062E-1
3.614260496E1,-1.746040583E-2,1.154661179E-1,-3.771972656E-2,1.227194684E-1
3.615057004E1,3.997415304E-3,1.127948761E-1,-5.383476615E-2,1.250473728E-1
3.615856565E1,-5.768209696E-3,1.125211716E-1,-6.751108170E-2,1.313469925E-1
3.616656126E1,6.097733974E-3,1.122684479E-1,-4.976284504E-2,1.229541683E-1
3.617455686E1,1.193016768E-3,1.072330475E-1,-6.784543395E-2,1.268989861E-1
3.618255247E1,-1.326924562E-2,1.093873978E-1,-4.996031523E-2,1.209863991E-1
3.619057859E1,-1.091244817E-2,1.067657471E-1,-6.780818105E-2,1.269486341E-1
3.619854368E1,8.181571960E-3,9.936523438E-2,-8.549180627E-2,1.313363501E-1
3.620650876E1,-6.286382675E-3,1.087417603E-1,-9.791502357E-2,1.464637869E-1
3.621447385E1,-6.469637156E-3,9.417629242E-2,-8.162721992E-2,1.247959666E-1
3.622243894E1,6.568729877E-4,9.399127960E-2,-1.082103848E-1,1.433327580E-1
3.623046506E1,5.905330181E-4,9.620952606E-2,-9.630614519E-2,1.361304346E-1
3.623846067E1,-9.126156569E-3,1.032266617E-1,-1.176451743E-1,1.567782429E-1
3.624642576E1,7.506281137E-3,1.150341034E-1,-8.627638221E-2,1.439889000E-1
3.625445188E1,-9.446769953E-3,9.572029114E-2,-1.002587974E-1,1.389368276E-1
3.626241697E1,-7.091283798E-3,9.797000885E-2,-1.093430221E-1,1.469840312E-1
3.627041257E1,-1.680061221E-2,1.074047089E-1,-1.301532984E-1,1.695815825E-1
3.627837766E1,-1.211568713E-2,9.530544281E-2,-1.099848747E-1,1.460362625E-1
3.628634275E1,-1.215046644E-2,9.518241882E-2,-1.113014519E-1,1.469535297E-1
3.629436887E1,-1.464548707E-2,1.142187119E-1,-1.195949912E-1,1.660221863E-1
3.630233396E1,-7.516682148E-3,1.093235016E-1,-1.372470558E-1,1.756271130E-1
3.631032957E1,-1.453647017E-2,1.068429947E-1,-1.378291845E-1,1.749960531E-1
3.631829465E1,-7.336199284E-3,8.520984650E-2,-1.405495405E-1,1.645257156E-1
3.632625974E1,-2.513736486E-3,1.090707779E-1,-1.216841042E-1,1.634312537E-1
3.633428586E1,-4.883706570E-3,9.223461151E-2,-1.409523189E-1,1.685189317E-1
3.634225095E1,-2.394098043E-2,8.977794647E-2,-1.455636322E-1,1.726905361E-1
3.635024656E1,2.439945936E-3,9.210872650E-2,-1.309542656E-1,1.601217990E-1
3.635821165E1,-4.756838083E-3,9.204578400E-2,-1.426282227E-1,1.698171480E-1
3.636617673E1,-1.193696260E-2,1.039590836E-1,-1.421527267E-1,1.765145315E-1
3.637420286E1,4.768818617E-3,9.672164917E-2,-1.415336430E-1,1.714922481E-1
3.638216794E1,-7.157176733E-3,8.470153809E-2,-1.480193436E-1,1.706906612E-1
3.639016355E1,-4.818379879E-3,8.465385437E-2,-1.400252581E-1,1.636965630E-1
3.639812864E1,-9.645491838E-3,9.178829193E-2,-1.416009665E-1,1.690235479E-1
3.640612424E1,-2.153888345E-2,1.085090637E-1,-1.454660892E-1,1.827526293E-1
3.641408933E1,-9.490609169E-3,1.036901474E-1,-1.610017121E-1,1.917375019E-1
3.642205442E1,-9.408324957E-3,9.407901764E-2,-1.502693594E-1,1.775394562E-1
3.643005002E1,-2.183347940E-3,9.405136108E-2,-1.321729422E-1,1.622347440E-1
3.643804563E1,-1.408156753E-2,9.641456604E-2,-1.429906785E-1,1.730329253E-1
3.644607175E1,-9.174823761E-3,1.083621979E-1,-1.487313211E-1,1.842486070E-1
3.645403684E1,-1.868584752E-2,1.011552811E-1,-1.425550878E-1,1.757939272E-1
3.646200193E1,4.785954952E-4,1.131000519E-1,-1.363127530E-1,1.771242993E-1
3.646999753E1,2.830564976E-3,8.912754059E-2,-1.253634095E-1,1.538431508E-1
3.647799314E1,-1.632145047E-2,9.388351440E-2,-1.288766563E-1,1.602800567E-1
3.648598874E1,9.888499975E-3,9.624767303E-2,-1.345626414E-1,1.657362406E-1
3.649395383E1,-1.399931312E-2,8.904266357E-2,-1.331363618E-1,1.607789400E-1
3.650191892E1,-2.089828253E-3,1.081676483E-1,-1.436141729E-1,1.798044443E-1
3.650988401E1,-1.642069221E-2,8.660411835E-2,-1.466288269E-1,1.710845560E-1
3.651787961E1,-1.382863522E-2,9.377956390E-2,-1.400054395E-1,1.690779727E-1
3.652590574E1,-1.842808723E-2,9.616565704E-2,-1.286154687E-1,1.616458066E-1
3.653390134E1,-6.328344345E-3,8.897686005E-2,-1.505632401E-1,1.750034823E-1
3.654189695E1,5.652934313E-3,8.896732330E-2,-1.437218785E-1,1.691245655E-1
3.654986204E1,8.402764797E-4,9.614658356E-2,-1.558344662E-1,1.831099464E-1
3.655785764E1,8.372068405E-4,9.614467621E-2,-1.510911882E-1,1.790894939E-1
3.656585325E1,-2.307516336E-2,7.699584961E-2,-1.510023773E-1,1.710629766E-1
3.657384885E1,-6.199151278E-3,9.615707397E-2,-1.485138834E-1,1.770338552E-1
3.658181394E1,-3.667145967E-3,1.105289459E-1,-1.341483891E-1,1.738559350E-1
3.658984006E1,1.082390547E-3,9.855747223E-2,-1.364145577E-1,1.682964006E-1
3.659780515E1,-6.090283394E-3,9.617328644E-2,-1.457166076E-1,1.746989476E-1
3.660583128E1,-8.464604616E-3,9.857273102E-2,-1.263416111E-1,1.604694224E-1
3.661382688E1,-8.438885212E-3,1.129465103E-1,-1.428320110E-1,1.822885414E-1
3.662182248E1,-1.560014486E-2,1.009874344E-1,-1.592292786E-1,1.891977526E-1
3.662984861E1,5.953222513E-3,1.010017395E-1,-1.443341672E-1,1.762644152E-1
3.663781370E1,-1.069194078E-2,1.058073044E-1,-1.199078858E-1,1.602729058E-1
3.664580930E1,3.655314445E-3,9.385395050E-2,-1.479440331E-1,1.752408694E-1
3.665380491E1,-1.065611839E-2,9.626960754E-2,-1.401029229E-1,1.703238656E-1
3.666177000E1,-1.544904709E-2,1.010770798E-1,-1.226575077E-1,1.596875490E-1
3.666979612E1,-8.120775223E-3,9.152603149E-2,-1.387324333E-1,1.664020718E-1
3.667773069E1,-1.270151138E-2,1.011323929E-1,-1.284049451E-1,1.639418166E-1
3.668575681E1,4.071950912E-3,8.918952942E-2,-1.369977891E-1,1.635229255E-1
3.669375242E1,-1.026025414E-2,9.878921509E-2,-1.218462884E-1,1.571976458E-1
3.670174802E1,1.805305481E-3,7.727146149E-2,-1.352643371E-1,1.557901755E-1
3.670971311E1,-6.584823132E-4,9.644508362E-2,-1.177373528E-1,1.521978055E-1
3.671770872E1,6.417483091E-3,9.407138824E-2,-1.239845455E-1,1.557651363E-1
3.672570432E1,-1.523482800E-2,9.169960022E-2,-1.302529275E-1,1.600210667E-1
3.673369993E1,-3.234326839E-3,8.694171906E-2,-1.291859746E-1,1.557508890E-1
3.674166502E1,1.115339994E-2,8.458042145E-2,-1.400473118E-1,1.639862664E-1
3.674969114E1,-2.952331305E-2,9.659385681E-2,-1.338666081E-1,1.676969528E-1
3.675765623E1,-7.992029190E-3,9.423923492E-2,-1.252879798E-1,1.569776539E-1
3.676562131E1,-3.138452768E-3,1.014661789E-1,-1.143509746E-1,1.529097143E-1
3.677361692E1,-6.562769413E-4,8.953857422E-2,-1.129498780E-1,1.441362616E-1
3.678158201E1,-7.744640112E-3,8.718490601E-2,-1.092594266E-1,1.399957485E-1
3.678960813E1,-1.246228814E-2,8.244228363E-2,-1.078562737E-1,1.363268665E-1
3.679757322E1,-1.962575316E-2,9.445190430E-2,-1.065559983E-1,1.437376540E-1
3.680559934E1,-1.713773608E-2,9.210300446E-2,-1.171342432E-1,1.499903209E-1
3.681359495E1,-2.652406693E-4,8.976459503E-2,-1.226564646E-1,1.519946090E-1
3.682159055E1,-4.952818155E-3,1.041870117E-1,-1.304360032E-1,1.670120198E-1
3.682961668E1,2.334892750E-3,1.066379547E-1,-1.047712862E-1,1.495129678E-1
3.683755124E1,-1.195901632E-2,8.514499664E-2,-1.030761003E-1,1.342288009E-1
3.684557737E1,-7.189929485E-3,9.716510773E-2,-8.709004521E-2,1.306806383E-1
3.685357297E1,4.062056541E-5,1.020097733E-1,-1.092323959E-1,1.494580603E-1
3.686153806E1,-1.429885626E-2,1.092529297E-1,-1.169153452E-1,1.606544673E-1
3.686956418E1,4.890263081E-3,8.298110962E-2,-1.005958319E-1,1.304963625E-1
3.687752927E1,-1.888179779E-2,9.980869293E-2,-1.177315116E-1,1.554960009E-1
3.688552488E1,3.743767738E-4,9.988307953E-2,-1.155365407E-1,1.527267559E-1
3.689352048E1,-9.148955345E-3,1.047353745E-1,-7.764935493E-2,1.307005140E-1
3.690151609E1,2.753853798E-3,9.761714935E-2,-9.473288059E-2,1.360551735E-1
3.690951169E1,-1.921623945E-3,9.529495239E-2,-8.066195250E-2,1.248646114E-1
3.691747678E1,5.252242088E-3,1.001510620E-1,-8.580303192E-2,1.319847777E-1
3.692544187E1,2.877771854E-3,1.026058197E-1,-7.432019711E-2,1.267269802E-1
3.693346799E1,-2.343171835E-2,9.549140930E-2,-8.903092146E-2,1.326429781E-1
3.694143308E1,-4.209458828E-3,8.359718323E-2,-9.876671433E-2,1.294645606E-1
3.694939817E1,-6.480157375E-3,9.564495087E-2,-7.029500604E-2,1.188753000E-1
3.695739378E1,-1.631408930E-3,9.811782837E-2,-7.760959864E-2,1.251120280E-1
3.696535886E1,-1.586610079E-2,1.101751328E-1,-8.483383060E-2,1.399538204E-1
3.697338498E1,5.878984928E-3,1.006841660E-1,-7.774254680E-2,1.273411454E-1
3.698135007E1,-1.793956757E-2,9.837627411E-2,-6.578958035E-2,1.196995751E-1
3.698934568E1,8.585900068E-3,8.649444580E-2,-8.259394765E-2,1.199031569E-1
3.699734128E1,1.816505194E-2,1.129093170E-1,-5.397620797E-2,1.264591397E-1
3.700536741E1,-1.527544856E-2,9.863281250E-2,-6.832987070E-2,1.209576052E-1
3.701336301E1,-5.570054054E-3,8.675003052E-2,-6.597420573E-2,1.091292313E-1
3.702135862E1,2.314984798E-2,9.880065918E-2,-5.894404650E-2,1.173536805E-1
3.702938474E1,-1.031696796E-2,1.084671021E-1,-6.844627857E-2,1.286718505E-1
3.703734983E1,-3.123700619E-3,9.897613525E-2,-5.170500278E-2,1.117114147E-1
3.704534544E1,1.123553514E-2,8.230209351E-2,-5.410286784E-2,9.913118659E-2
3.705331052E1,-7.851719856E-4,8.718395233E-2,-6.349471211E-2,1.078574824E-1
3.706130613E1,8.831113577E-3,1.112270355E-1,-6.316074729E-2,1.282135796E-1
3.706927122E1,4.124552011E-3,1.041421890E-1,-3.189647198E-2,1.089953778E-1
3.707723630E1,-3.063648939E-3,9.706020355E-2,-5.074861646E-2,1.095695721E-1
3.708523191E1,1.673042774E-3,1.067333221E-1,-4.332500696E-2,1.152035475E-1
3.709319700E1,1.845437288E-2,1.140317917E-1,-5.465996265E-2,1.277948548E-1
3.710119260E1,-5.400985479E-3,1.117448807E-1,-1.836651564E-2,1.133729152E-1
3.710915769E1,8.954882622E-3,9.030723572E-2,-3.942951560E-2,9.894581066E-2
3.711715330E1,-1.488047838E-2,1.071872711E-1,-2.447080612E-2,1.109475555E-1
3.712514890E1,-5.236148834E-3,1.097002029E-1,-2.388352156E-2,1.123920566E-1
3.713317502E1,-7.555097342E-3,1.050395966E-1,-3.268244863E-2,1.102657644E-1
3.714117063E1,-2.519488335E-4,1.076927185E-1,-1.436191797E-2,1.086464440E-1
3.714919675E1,-8.037686348E-5,9.599304199E-2,-2.695909142E-2,9.970688633E-2
3.715716184E1,9.580612183E-3,9.627056122E-2,-8.353054523E-3,9.710603795E-2
3.716518796E1,2.475440502E-3,8.457469940E-2,-1.617285609E-2,8.614272377E-2
3.717318357E1,-1.166895032E-2,9.683799744E-2,6.809830666E-5,9.753854001E-2
3.718114866E1,-1.155000925E-2,1.019172668E-1,1.880109310E-3,1.025868744E-1
3.718914426E1,-4.289239645E-3,1.069993973E-1,3.738313913E-3,1.071505650E-1
3.719713987E1,-4.266858101E-3,1.144809723E-1,2.959653735E-2,1.183218244E-1
3.720510496E1,-4.146605730E-3,1.028146744E-1,2.423349023E-2,1.057133561E-1
3.721310056E1,-1.839286089E-2,1.198778152E-1,2.116203308E-2,1.231130357E-1
3.722109617E1,3.310710192E-3,1.106138229E-1,3.972285986E-2,1.175767163E-1
3.722909177E1,-6.206601858E-3,1.085100174E-1,4.581516981E-2,1.179490380E-1
3.723708738E1,5.855619907E-3,1.255674362E-1,4.720517993E-2,1.342750846E-1
3.724511350E1,3.535330296E-3,1.210718155E-1,4.359400272E-2,1.287296397E-1
3.725307859E1,-6.011962891E-3,1.141834259E-1,4.717591405E-2,1.236914116E-1
3.726107419E1,-1.548850536E-2,1.144599915E-1,7.178074121E-2,1.359906550E-1
3.726906980E1,-1.301920414E-2,1.075639725E-1,7.029402256E-2,1.291540067E-1
3.727703489E1,-8.097976446E-3,1.150274277E-1,6.131073833E-2,1.305982120E-1
3.728506101E1,4.067093134E-3,1.033325195E-1,7.133299112E-2,1.256286053E-1
3.729305662E1,1.374840736E-2,1.107759476E-1,9.780147672E-2,1.484097642E-1
3.730102170E1,-7.729142904E-3,1.014604568E-1,8.361214399E-2,1.317002452E-1
3.730904783E1,6.669998169E-3,1.112813950E-1,1.025504470E-1,1.514748557E-1
3.731701292E1,6.726115942E-3,1.187009811E-1,8.779674768E-2,1.477952383E-1
