Año,Trimestre ,Población en edad de trabajar (Total),Fuerza de trabajo (Total),Ocupados (Total),Desocupados (Total),Desocupados (Cesantes),Desocupados (Buscan trabajo por primera vez),Fuera de la fuerza de trabajo (Total),Fuera de la fuerza de trabajo (Iniciadores),Fuera de la fuerza de trabajo (Inactivos potencialmente activos),Fuera de la fuerza de trabajo (Inactivos habituales),Tasa de desocupación,Tasa de ocupación ,Tasa de participación
,,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,en miles,tasa (%),tasa (%),tasa (%)
2018,Jun - Ago,7699.448,3980.172911,3645.893146,334.2797651,290.3734751,43.90629003,3719.275089,26.28602118,435.241057,3257.748011,8.398624195,47.35265627,51.69426316
2018,Jul - Sep,7713.374,3969.863038,3652.61823,317.2448074,275.6075673,41.63724013,3743.510962,28.17772057,452.8527406,3262.480501,7.991328778,47.35435142,51.4672702
2018,Ago - Oct,7727.448,4012.687855,3702.985764,309.7020908,265.2300638,44.47202695,3714.760145,28.63174971,458.6965827,3227.431813,7.718070829,47.91990531,51.92772381
2018,Sep - Nov,7741.378,4055.412238,3745.188993,310.2232451,258.8778049,51.3454402,3685.965762,28.32818942,444.4779801,3213.159593,7.649610618,48.3788415,52.38618031
2018,Oct - Dic,7755.401,4099.761319,3777.949795,321.8115244,268.0835773,53.72794705,3655.639681,29.74501629,424.0104831,3201.884182,7.849518528,48.71379049,52.86330544
2018,Nov - Ene,7769.211003,4099.529474,3771.335104,328.1943698,271.3169898,56.87738,3669.681529,31.13927238,441.4518512,3197.090406,8.005659476,48.54206048,52.7663552
2019,Dic - Feb,7783.206001,4057.358388,3726.825148,330.533239,281.6672349,48.86600411,3725.847613,39.40027751,467.5738818,3218.873454,8.14651326,47.88290517,52.12965437
2019,Ene - Mar,7797.131,4050.345184,3714.741794,335.6033902,291.5538566,44.04953362,3746.785816,38.66694421,470.9065284,3237.212344,8.285797259,47.64241865,51.94660938
2019,Feb - Abr,7811.188,4082.064119,3745.483029,336.5810908,291.0884505,45.49264031,3729.123881,37.65318498,448.9272922,3242.543403,8.245365113,47.95023534,52.25919693
2019,Mar - May,7825.14,4120.407761,3781.866091,338.5416706,290.5800626,47.96160801,3704.732239,34.30822802,429.4630242,3240.960986,8.21621767,48.32969239,52.65602611
2019,Abr - Jun,7839.212,4123.525561,3802.825881,320.6996799,268.6360857,52.06359423,3715.686439,34.67483651,424.6330453,3256.378558,7.777317618,48.51030793,52.60127626
2019,May -Jul,7853.037,4126.759406,3798.275082,328.4843242,268.6958576,59.78846658,3726.277594,30.48557673,441.8978216,3253.894195,7.959861283,48.36695767,52.54985308
2019,Jun - Ago,7866.869,4139.29294,3809.262894,330.0300461,274.5174558,55.51259031,3727.57606,25.77257368,458.2235999,3243.579887,7.97310195,48.42158798,52.61677727
2019,Jul - Sep,7880.511,4167.124312,3832.316919,334.8073929,281.9265233,52.88086961,3713.386688,24.28466109,468.7310198,3220.371007,8.034494963,48.63030987,52.87885915
2019,Ago - Oct,7894.339,4137.241948,3812.31308,324.9288682,275.1057675,49.82310076,3757.097052,30.23973501,470.9902493,3255.867067,7.853755528,48.2917326,52.40770568
2019,Sep - Nov,7907.913,4151.434675,3828.452727,322.9819481,265.7712133,57.21073485,3756.478325,42.86893545,468.1542153,3245.455174,7.780007958,48.41293432,52.49722241
2019,Oct - Dic,7921.714,4176.259475,3852.866366,323.3931095,263.8193173,59.57379224,3745.454525,43.82086647,454.8560718,3246.777586,7.743606724,48.63677691,52.71913977
2019,Nov - Ene,7935.590339,4230.647582,3879.679446,350.9681359,294.8859347,56.08220119,3704.942757,40.55230086,623.7684749,3040.621981,8.295849018,48.88961351,53.31232336
